tweet,autor,posicion_autor,rating
“Una CNMV que ha sido nombrada entre Partido Socialista y Podemos cuando eso nunca ha ocurrido en la historia de España”,Teodoro García Egea,Secretario general del PP,Falso
“Cataluña es la comunidad que destina menos dinero per cápita en Sanidad” y “es la que destina más dinero per cápita en televisiones públicas”,Jordi Cañas,Eurodiputado,Falso
“No se ha elaborado en Cataluña un plan de test masivos”,Àngels Chacón,Candidata a la Generalitat,Falso
“La creciente inseguridad que hay en Cataluña”,Ignacio Garriga,Candidato a la Generalitat,Verdad a medias
"“El presidente del Gobierno, que acabamos de ver en esas imágenes, hace más de un mes que no pisa el Congreso de los Diputados, hace más de un mes que no se dirige a los españoles y estamos viviendo la tercera ola”",Cuca Gamarra,Diputada,Falso
"""Los presupuestos catalanes en 2020 destinaron 9.700 millones de euros a la sanidad, cuando en 2010 se habían destinado más de 10.000 millones de euros. El gasto sanitario en Cataluña supone un 3,7% de su PIB (...) Qué es lo que ha hecho el Gobierno independentista en estos últimos 10 años sino recortar, recortar y recortar""",Pedro Sánchez,Presidente del Gobierno,Falso
"""(A Pere Aragonés) ustedes eliminaron la consejería de Medio Ambiente hace 10 años""",Jéssica Albiach,Candidata a la Generalitat,Falso
"""En Italia, en Holanda y como en Estonia, que también tres gobiernos de coalición supuestamente muy estables (...) han roto la semana pasada el gobierno porque no se entendía con su socio""",Pablo Casado,Presidente del PP,Engañoso
"""El sueldo del presidente de Cataluña es tres veces el sueldo del primer ministro italiano. Casi dos veces el sueldo del presidente de Portugal y del presidente de España. Es superior al sueldo del primer ministro del Reino Unido""",Salvador Illa,Candidato a la Generalitat,Engañoso
“7.007 empresas han huido de Cataluña desde del 2017”,Carlos Carrizosa,Candidato a la Generalitat,Engañoso
"""Es un efecto llamada que (...) el Gobierno facilite el acceso al ingreso mínimo vital a esos inmigrantes ilegales""",Ignacio Gil Lázaro,Diputado,Falso
"“De los más de 27.000 millones del presupuesto de Cataluña, a Sanidad sólo se destina menos de un 6%”",Ana Pastor,Diputada,Falso
"“Yo creo que los políticos que se han saltado la cola lo que tienen que hacer es dimitir, como al menos en mi partido han hecho”",Pablo Casado,Presidente del PP,Engañoso
"“Ustedes [a Pere Aragonès, ERC] están dirigiendo el Departamento de Salud desde hace cinco años y no han revertido estos recortes (de la crisis)”",Jéssica Albiach,Candidata a la Generalitat,Engañoso
"""Aquí en Cataluña no se han dado ayudas (ante las restricciones)""",Carlos Carrizosa,Candidato a la Generalitat,Falso
"“Exigimos al Gobierno del Estado que también lo haga [dar ayudas a los sectores afectados por las restricciones]. De momento, ha habido cero ayudas para los sectores afectados”",Pere Aragonès,Candidato a la Generalitat,Falso
"“Todos los estados de Europa han dado ayudas directas y el único estado que no lo ha hecho ha sido el estado español y la Generalitat, con las enormes dificultades que tiene, ha apostado por dar estas ayudas directas ahora”",Laura Borràs,Candidata a la Generalitat,Engañoso
"""Hemos visto por un lado como el gobierno central sí que ha conseguido aumentar y, aparte, quiero poner en valor con un acuerdo progresista, el presupuesto en Sanidad en un 150%”",Jéssica Albiach,Candidata a la Generalitat,Verdad a medias
"“Ahí está la tasa de abandono escolar, un 20% en Cataluña. Es superior a la media española y Europa nos está diciendo que la tasa tiene que fijarse en un 10%”",Pedro Sánchez,Presidente del Gobierno,Engañoso
"""Somos los quintos en vacunación en Europa y duodécimos del mundo""",Salvador Illa,Candidato a la Generalitat,Verdad a medias
"""Cataluña es la líder en tests de detección del coronavirus, 370.000 entre PCR y antígenos a la semana""",Pere Aragonès,Candidato a la Generalitat,Verdad a medias
"""Aquella Cataluña que lideraba la economía española hoy lidera las cifras de paro, de ocupación ilegal y de delincuencia""",Alejandro Fernández,Candidato a la Generalitat,Engañoso
Estamos recibiendo MENAs que todos ustedes han decidido darles una paga mensual mientras los catalanes están abandonados,Ignacio Garriga,Candidato a la Generalitat,Engañoso
"""Es una vergüenza que el Borbón cobre 23.000 euros al día (que sepamos)""",Carolina Telechea,Diputada,Engañoso
"""Una crisis de las dimensiones que tenemos no ha traído como consecuencia recortes. Hemos subido un 38% las partidas para la Cultura y para el Deporte""",José Manuel Rodríguez Uribes,Ministro de Cultura y Deporte,Verdad a medias
"""En España en el año 2019 se han formalizado 9.000 contratos de formación""",Yolanda Díaz,Ministra de Trabajo y Economía Social,Falso
"""Ha dimitido el ministro de Sanidad de Nueva Zelanda, el de Finlandia, el de Chile y el de República Checa (por la gestión de la pandemia)""",Pablo Casado,Presidente del PP,Verdad a medias
¿En qué sentido ha dado toques la UE si tenemos el IVA más elevado de toda Europa? Nosotros tenemos el 21% (sobre la electricidad),Iván Espinosa de los Monteros,Portavoz de Vox en el Congreso,Engañoso
"""Pedro Duque dijo en abril que la vacuna (española) llegaría en mayo""",Pablo Casado,Presidente del PP,Engañoso
"He visto a lo largo del año 2020 más de 7.000 revueltas y actos delictivos de la ultraizquierda, de los llamados Black Lives Matters",Iván Espinosa de los Monteros,Portavoz de Vox en el Congreso,Engañoso
"""En Andorra viven 77.000 el 50% gracias a Sánchez ya se podrá vacunar!!! Mientras en España sólo se pudo vacunar un 1,24%""",Ana Vázquez Blanco,Diputada,Engañoso
"""Nadie, ni la propia agencia de la Aemet ni tampoco la de 112, ni Fomento, nadie fue capaz de detectar semejante borrasca""",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"""Fue el actual (Gobierno), siendo Mª Luisa Carcedo ministra, el que incrementó las plazas de formación de Enfermería y Medicina""",Adrián Barbón,Presidente de Asturias,Verdad a medias
“Fuimos los últimos en decretar el confinamiento en marzo”,Teodoro García Egea,Secretario general del PP,Falso
Ahora el Gobierno ha subido un 27% la factura de luz y un 22% la factura del gas,Iván Espinosa de los Monteros,Portavoz de Vox en el Congreso,Engañoso
"Por aclarar, en 2019 murieron 278.000 personas por cáncer en España.",Juan Luis Steegmann,Diputado,Falso
"""La Región de Murcia encabeza los rankings de siniestralidad laboral""",Javier Sánchez Serna,Diputado,Falso
“Uno de cada tres trabajadores en España es pobre”,Yolanda Díaz,Ministra de Trabajo y Economía Social,Falso
"“¿Será la vacuna del COVID gratuita o va a pasar como con el papiloma, que las mujeres que lo sufrimos tenemos que pagar?""",Mireia Vehí,Diputada,Engañoso
“Tenemos (en Canarias) a la mitad de la población activa en paro o en ERTE”,Ana Oramas,Portavoz de Coalición Canaria en el Congreso,Falso
“100.000 empresas han cerrado en este país”,Cuca Gamarra,Diputada,Engañoso
"“La Comisión de Venecia, tal y como nosotros pedimos, está investigando los estados que siguen con excepcionalidades constitucionales, en el caso de España, en el de Hungría, en el de Polonia""",Pablo Casado,Presidente del PP,Falso
Tanto usted (a Pedro Sánchez) como la vicepresidenta y el ministro Campo se comprometieron a traer una legislación accesoria para no tener que acudir al estado de alarma para poder gestionar una pandemia,Pablo Casado,Presidente del PP,Verdadero
"“Desde que Ciudadanos está en la Comunidad de Madrid, en el Parlamento y ahora en el Gobierno, el presupuesto de la Sanidad Pública de la Comunidad de Madrid ha crecido más de un 30%”.",Ignacio Aguado,Vicepresidente y portavoz de la Comunidad de Madrid,Falso
"“España es el país con mayor recesión del mundo, con una contracción de la economía del 11,6% para 2021”",Rodrigo Jiménez Revuelta,Diputado,Falso
"""Si PSOE y Podemos destinasen los 300 millones de euros que aumentaron en la partida del CNI a incrementar la inversión en Galicia, ese dinero sería mucho más útil""",Néstor Rego,Diputado,Falso
"“Como decía la primera Ley Orgánica del Poder Judicial de 1980, deje usted que se elijan a los vocales del Consejo General del Poder Judicial por y entre los jueces”.",Javier Ortega Smith,Diputado,Verdad a medias
"""Todas aquellas [leyes educativas] de cuño socialista han salido respaldadas por todas las fuerzas políticas excepto por una, el PP. Las del PP solo han sido respaldadas por el PP""",Isabel Celaá,Ministra de Educación,Falso
"Ya son 7 los países europeos donde el comunismo es ilegal: Chequia, Polonia, Ucrania, Lituania, Georgia, Letonia y, ahora, Eslovaquia. Todos, países que lo sufrieron.",Iván Espinosa de los Monteros,Portavoz de Vox en el Congreso,Engañoso
"""Por primera vez los Presupuestos Generales del Estado tendrán una partida para memoria histórica""",Martina Velarde,Diputada,Falso
“La querella que ganó Iván Espinosa y Rocío Monasterio al diario ‘El País’ por mentir”,Javier Ortega Smith,Diputado,Falso
Los desahucios están prohibidos hasta el 31 de enero del próximo año,Pedro Sánchez,Presidente del Gobierno,Falso
"""Señorías del PP, fueron raudos y solícitos para rescatar a los bancos en 2008""",Pablo Fernández,Secretario general de Unidas Podemos en Castilla y León,Engañoso
"""España es el tercer país de la zona euro en tener el precio del diésel más barato, solo por detrás de Lituania y Luxemburgo”",María Jesús Montero,Ministra de Hacienda y portavoz del Gobierno,Falso
"""En el muelle de Arguineguín (los inmigrantes) no están nunca más de 72 horas, porque luego pasan ya al régimen de acogida""",Fernando Grande-Marlaska,Ministro del Interior,Falso
"""El esfuerzo en creación de empleo del gobierno de Rajoy, en donde se crearon más de tres millones y medio de puestos de trabajo...""",Elvira Rodríguez,Diputada,Falso
“Este fue el país que primero actuó respecto al precio de las mascarillas”,Adriana Lastra,Portavoz del PSOE en el Congreso,Engañoso
“En el Reino Unido se inició este debate. El incremento de cambios de sexo en niñas pequeñas menores... se incrementó en un 4.000% de golpe”,Javier Maroto,Portavoz del PP en el Senado,Falso
"""Existe una enorme concentración de estas viviendas vacías en manos de bancos y de fondos buitre que tienen alrededor del 80% del mercado""",Ione Belarra,Secretaria de Estado para la Agenda 2030,Engañoso
Lo que hizo el señor Montoro con el primer presupuesto que montaron que hasta 60 veces subieron los impuestos,María Jesús Montero,Ministra de Hacienda y portavoz del Gobierno,Falso
"""España cosecha las peores cifras mundiales de contagios y fallecidos por población relativa (de COVID-19)""",Pablo Casado,Presidente del PP,Falso
"""España tiene cuatro puntos de diferencial con el resto de la Unión Europea en la fiscalidad medioambiental""",María Jesús Montero,Ministra de Hacienda y portavoz del Gobierno,Falso
“Son ya más de 11.000 desahucios de enero a junio de este año”,Gabriel Rufián,Portavoz de ERC en el Congreso,Verdadero
"""No lo digo yo, lo dice la DEA, la organización antidroga de Estados Unidos, que considera las FARC, junto con el Cartel de los Soles de Maduro y sus militares, la mayor organización de tráfico de cocaína del mundo"".",Santiago Abascal,Presidente de Vox,Falso
"“¿Piensa tomar el Gobierno alguna acción para acabar con el éxodo masivo de jueces en Cataluña? (...) En los tres últimos años, más de cien jueces y magistrados han abandonado Cataluña. Estamos hablando de una auténtica diáspora""",Lorena Roldán,Portavoz de Ciudadanos en el Parlamento de Cataluña y en el Senado,Engañoso
"“Mire Nueva York, siempre fue el paradigma y el gran ejemplo del rastreo y ahora está en las mismas circunstancias y mucho peor que Madrid”",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"""Por el sacrificio de un perro Podemos llevó a Estrasburgo una denuncia supuestamente contra un gobierno criminal""",Pablo Casado,Presidente del PP,Falso
"""Nos han llevado al confinamiento más severo del mundo""",Santiago Abascal,Presidente de Vox,Falso
"""[La reforma de los delitos de rebelión y sedición] está en el debate de investidura del presidente del Gobierno, candidato a la presidencia del Gobierno""",Juan Carlos Campo,Ministro de Justicia,Falso
“Tenemos en este momento a la mitad de la población en paro o en ERTE”,Ana Oramas,Portavoz de Coalición Canaria en el Congreso,Engañoso
"""Se desploman los ingresos hospitalarios por COVID en la última semana (-66%) y bajan también en las UCI (-11%)""",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Engañoso
"“El año pasado sacamos un 15% más de plazas para la formación médica especializada que en años anteriores: 9.539 plazas""",Salvador Illa,Ministro de Sanidad,Engañoso
"""Había que reformar el delito de sedición porque es verdad que tenemos un Código Penal que tiene 200 años""",Adriana Lastra,Portavoz del PSOE en el Congreso,Falso
"""Que se recuperen las penas de prisión de uno a tres años por ocupación ilegal de vivienda. Digo ‘se recuperen’ porque esto ya existía en el Código Penal hasta que se modificó en el Gobierno de Zapatero""",Pablo Casado,Presidente del PP,Falso
“(Ante la pandemia) ¿Cuántas autonomías gobernadas por la izquierda han hecho test a todos sus profesores? Ninguna”,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
“Hay muchísimas comunidades autónomas que en términos porcentuales [contagios COVID-19] están en la misma situación que Madrid”,José Luis Martínez-Almeida,Alcalde de Madrid,Falso
"""En algunas semanas hasta incluso llegamos a las 800.000 PCRs""",Pedro Sánchez,Presidente del Gobierno,Engañoso
"""Alemania, líder en energías renovables, emite 10 veces más CO2 que Francia, líder en energía nuclear. Y su electricidad cuesta el doble. ¿A quién imita el Gobierno? A Alemania, claro""",Francisco J. Contreras,Diputado,Falso
"Lo que dice el índice global de ‘softpower’, que se acaba de publicar, es que España sigue entre los 20 países cuya imagen se mantiene estable",Arancha González Laya,"Ministra de Asuntos Exteriores, Unión Europea y Cooperación",Engañoso
"""No se deporta a los países terceros, se retorna a los países terceros y se hace solamente cuando esas personas están de acuerdo con volver a sus países""",Arancha González Laya,"Ministra de Asuntos Exteriores, Unión Europea y Cooperación",Falso
“El Ingreso Mínimo Vital (...) lo han cobrado 4.000 personas”,Íñigo Errejón,Diputado,Falso
"“España tiene más fallecidos por COVID-19 que ningún país de la Unión Europea""",Ana Pastor,Diputada,Falso
"""Movilizamos una cantidad ingente sin precedentes en la historia de nuestra democracia: 200.000 millones de euros, el equivalente al 20% del PIB""",Pedro Sánchez,Presidente del Gobierno,Engañoso
"""(El PP) vincula su oposición a renovar el CGPJ a que la monarquía ha recibido críticas por determinadas formaciones políticas, algunas de ellas que no tienen nada que ver con el Gobierno""",José Luis Ábalos,"Ministro de Transportes, Movilidad y Agenda Urbana",Falso
"""Estamos teniendo la mayor tasa de contagios y la mayor tasa de fallecidos [del mundo]""",Iván Espinosa de los Monteros,Portavoz de Vox en el Congreso,Falso
"""El PP votó en contra de la alarma y dijo que había que levantarla. Es una contradicción monumental, en la alarma dijeron ‘lo hubiéramos hecho muchísimo mejor si no tuviéramos alarma’ y luego cuando se levanta hacen el discurso contrario”",Carmen Calvo,"Vicepresidenta primera y ministra de la Presidencia, Relaciones con las Cortes y Memoria Democrática",Verdad a medias
"""Hay siete millones de españoles que quieren trabajar y no pueden """,Pablo Casado,Presidente del PP,Engañoso
"""Baleares ya tiene el triple de paro que otras zonas costeras de España”",Jorge Campos Asensi,Diputado,Falso
"""Casi 1.500 empresas se crearon en la Comunidad de Madrid sólo en el mes de junio. Aún estamos lejos de los mejores registros, pero son los mejores datos de España""",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Engañoso
"“Existe un delito de calumnias a la Corona que no existe en ningún otro ordenamiento jurídico europeo""",Jaume Asens,Presidente de UP en el Congreso,Falso
“El Partido Popular bajó a la mitad la tasa de desempleo juvenil”,Dolors Montserrat,Portavoz del PP en el Parlamento Europeo,Falso
"""El Gobierno de España tiene el mando único desde hace exactamente seis meses""",Cuca Gamarra,Diputada,Falso
"""En Alemania la Constitución prohíbe a los partidos de extrema izquierda comunista""",Pablo Casado,Presidente del PP,Falso
"""Esos 140.000 millones de euros representan en torno al 60% del PIB del año 2019""",Pedro Sánchez,Presidente del Gobierno,Falso
“El reparto de los fondos europeos que ha hecho el Gobierno de España por el COVID19 es un atraco en toda regla y una tomadura de pelo. Han cambiado los criterios que fija Europa para asfixiar de nuevo a Andalucía”,Juan Marín,Vicepresidente de Andalucía,Falso
"""El sistema electoral que rige en Galicia, donde se exige un mínimo del 5% para entrar en el Parlamento, nos ha impedido obtener los dos diputados que por sistema proporcional hubiéramos obtenido de tener un sistema electoral como el del País Vasco, donde no existe ese mínimo”",Iván Espinosa de los Monteros,Portavoz de Vox en el Congreso,Engañoso
"""El uso de la mascarilla reduce el riesgo de contagio al 1%""",Juan Manuel Moreno,Presidente de Andalucía,Falso
"""(En Euskadi) llevamos 40 años de victorias electorales del bloque de izquierda pero siempre han gobernado las derechas""",Miren Gorrotxategi,Líder de Elkarrekin Podemos,Falso
"[Sobre la contabilización de los fallecidos por coronavirus] ""Lo hemos hecho como nos dice la Organización Mundial de la Salud, con PCR positivos""",Pedro Sánchez,Presidente del Gobierno,Falso
"""Según una encuesta EDADES que hacía el Ministerio de Sanidad, uno de cada cuatro jugadores de juegos de azar y de apuestas desarrolla lo que se podría llamar un trastorno del juego""",Alberto Garzón,Ministro de Consumo,Engañoso
"""En Portugal ha habido 700 muertos (...) Y en Japón, al lado de China, apenas 300 fallecidos""",Pablo Casado,Presidente del PP,Falso
"""Encabezo la lista más votada""",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"""En Francia hacen 700.000 tests [de COVID-19] a la semana""",Antonio González Terol,Diputado,Falso
El Gobierno de Moreno Bonilla ha privatizado 15 especialidades de hospitales públicos como el de Jerez,Isabel Franco,Diputada,Falso
"""Eurostat desvela que el desempleo aumentó aquí diez veces más que la media europea""",Pablo Casado,Presidente del PP,Engañoso
"""Vox denomina a este Gobierno como ilegal""",Carmen Calvo,"Vicepresidenta primera y ministra de la Presidencia, Relaciones con las Cortes y Memoria Democrática",Falso
"""Dígame algo, señor Iglesias, que haya hecho durante esta pandemia (…) sabemos que ha colocado a 96 personas a dedo""",Teodoro García Egea,Secretario general del PP,Falso
"""Usted (a Isabel Celaá) propone suprimir la educación especial cuando más falta hace a las familias""",Edmundo Bal,Portavoz adjunto de Ciudadanos,Falso
Este Gobierno ha garantizado ya a seis millones de personas la cobertura a través de los ERTEs,Pablo Iglesias,Vicepresidente segundo y ministro de Derechos Sociales y Agenda 2030,Falso
"""Hoy tenemos 520 camas más que cuando llegamos al Gobierno""",Alberto Núñez Feijóo,Presidente de Galicia,Falso
"""Las manifestaciones del 8-M en Alemania se suspendieron""",Pablo Casado,Presidente del PP,Falso
"""No apoyaron [el PP] la prolongación de los ERTEs hasta el 30 de junio y ahora nos están pidiendo que los hagamos hasta el 30 de diciembre""",Reyes Maroto,Ministra de Industria. Comercio y Turismo,Falso
«[Sánchez] restringe la renta mínima a 850.000 familias (700.000 ya la perciben)»,Pablo Casado,Presidente del PP,Engañoso
"""El Banco de España decía que los salarios habían caído con la gestión de la anterior crisis un 15%""",Oskar Matute,Diputado,Falso
"""Abascal y Casado votaron en contra de la ayuda a los autónomos, de las moratorias de las hipotecas, de la suspensión de alquileres, luz, agua y gas, contra los ERTE y en contra del ingreso mínimo vital. Contra todo.""",José Zaragoza,Diputado,Engañoso
"""Una subida salarial improvisada ayer y la prueba es que figura en una disposición adicional de un decreto sobre medidas agrícolas""",Ignacio Gil Lázaro,Diputado,Engañoso
"""El Gobierno se gasta 2100 millones de euros en tanques""",Gabriel Rufián,Portavoz de ERC en el Congreso,Engañoso
"""Hoy España es el país europeo con más exceso de muerte""",Cayetana Álvarez De Toledo,Diputada,Falso
"""En cuanto al porcentaje de contagios [en Madrid] estamos por debajo de la mitad de la media española""",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Engañoso
"""Quien de verdad decreta la alarma cada 15 días no es el Gobierno. El Gobierno la propone; quien la decreta es el Congreso votando""",Carmen Calvo,Vicepresidenta y ministra de la Presidencia. Relaciones con las Cortes e Igualdad,Verdad a medias
"""H&M tuvo unos beneficios de 14.445 millones de euros""",Mireia Vehí,Diputada,Falso
"""En Hungría el Gobierno ha enviado mascarillas a todos los hogares""",Santiago Abascal,Diputado,Falso
"""En los últimos diez años Madrid ha abierto 12 hospitales públicos""",Pablo Casado,Diputado,Falso
"""España es de los países del mundo que más test realiza a su población""",Pedro Sánchez,Presidente,Falso
"""Nuestro país fue el primero en número de contagiados y en número de muertos en adoptar el decreto de alarma""",Salvador Illa,Ministro de Sanidad,Falso
"""La Universidad de Oxford otorga a España la puntuación más alta de los países occidentales, 90 sobre 100, en cuanto al rigor en la respuesta a la pandemia""",Pedro Sánchez,Presidente,Falso
"""En la Comunidad de Madrid tenemos la mejor sanidad de Europa, sólo precedida por la de Estocolmo""",Cayetana Álvarez De Toledo,Diputada,Falso
"""Madrid está destinando el mayor presupuesto de su historia a Sanidad""",Cayetana Álvarez De Toledo,Diputada,Falso
«España es el país del mundo con más velocidad de contagios»,Santiago Abascal,Presidente de Vox,Falso
"""Hemos dedicado más de un millón de euros para rehabilitar el parque Plata y Castañar""",José Luis Martínez-Almeida,Alcalde Del Ayuntamiento De Madrid,Falso
Galicia pasó a ser la comunidad autónoma que menos se endeudó durante los últimos 11 años,Alberto Núñez Feijoo,Presidente,Falso
Es la primera vez en España que se va a regular la publicidad del juego,Alberto Garzón,Diputado,Verdad a medias
"""Carlos Iturgaiz es el candidato a lehendakari más votado en la historia del PP""",Pablo Casado,Diputado,Falso
"""Uno no se puede dirigir a la administración en ningún otro idioma que no sea el gallego""",Iván Espinosa De Los Monteros,Diputado,Falso
"""Se inaugura, por primera vez con carácter permanente en cualquier gran capital, una línea de transporte gratuito""",José Luis Martínez-Almeida,Alcalde Del Ayuntamiento De Madrid,Falso
"""España es el país de la OCDE donde las familias dedican más porcentaje de sus ingresos a la vivienda""",Íñigo Errejón,Diputado,Falso
"""El PP introdujo en su reforma laboral el despido por baja médica""",Pablo Iglesias,Diputado,Falso
"""Hay cinco hospitales públicos construyéndose a día de hoy""",Sergio Gutiérrez,Diputado,Engañoso
"""Frente a las prohibiciones de la izquierda, el plan Madrid 360 va a ser galardonado por la UNESCO""",Pablo Casado,Diputado,Falso
"""En Marbella, Julián Muñoz se negó a dejar la alcaldía y el Estado tuvo que intervenir el Ayuntamiento""",Pablo Casado,Diputado,Engañoso
"""Uno de cada tres desempleados nuevos en España es andaluz. Dejamos el gobierno en Andalucía con 789.000 parados y ahora hay 806.090. Un año perdido del gobierno.""",Susana Díaz,Diputada,Engañoso
"""El Gobierno central, PSOE y Podemos, están pagando a los murcianos casi 800 euros menos comparado con otras CCAA""",Fernando López Miras,Presidente,Engañoso
"[En Cataluña] ""tenemos la tasa de pobreza más alta de los últimos quince años""",Lorena Roldán,Diputada,Engañoso
"El desempleo [en la Comunidad de Madrid] se sitúa en el 9,99, que es la cifra más baja de España",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Engañoso
"""Javier Maroto (PP) pactó sus presupuestos en Vitoria con Bildu""",María Jesús Montero,Ministra de Hacienda,Falso
"""La herencia educativa que nos ha dejado [el PSOE] ha sido la mayor tasa de fracaso escolar de este país y de Europa""",Juan Marín,Vicepresidente y consejero de Turismo. Regeneración. Justicia y Administración Local,Falso
"""Nunca hemos oído decir nada al PP contra la memoria histórica, ni contra las exhumaciones que proponía la izquierda""",Rocío Monasterio,Diputada,Falso
"""Más de 40 resoluciones judiciales dicen que la política lingüística [en Valencia] se ha convertido en una imposición""",Cuca Gamarra,Diputada,Engañoso
"""Eso mismo [el veto parental] hace un mes y medio lo firmaron en la Junta de Andalucía""",Fernando López Miras,Presidente,Verdadero
"""Nunca lo habíamos visto, Sánchez ha nombrado fiscal general a una diputada del PSOE que daba mítines hasta hacía unos meses""",Pablo Casado,Diputado,Falso
"Las instrucciones [del veto parental] no estaban publicadas, no hay obligación a que se publiquen, pero efectivamente no había publicación alguna",Isabel Celaá,Ministra de Educación y Formación Profesional,Falso
"""El Estatuto de la Fiscalía fue renovado hace dos años""",Pedro Sánchez,Presidente,Falso
"""El único partido que ha defendido y defenderá que sean los propios jueces quienes elijan a sus 12 vocales en el CGPJ ha sido Ciudadanos""",Juan Trinidad,Diputado,Falso
«Delgado pidió disculpas» (tras la polémica de Villarejo),Pablo Iglesias,Diputado,Falso
"""Las cifras de condenados por delitos sexuales llevan aumentando un 10% cada año desde 1998""",Pedro Sánchez,Presidente,Falso
"""Según el CIS, los españoles sitúan al PP en la escala ideológica más centrada desde 2012""",Pablo Casado,Diputado,Verdadero
"""Mariano Rajoy se tomó, creo recordar, unos 10 días [en nombrar a sus ministros]""",Ander Gil,Senador,Falso
"""Los del no éramos un millón y pico más de votantes que los del sí""",Pablo Casado,Diputado,Falso
"""Nadie ha muerto de eso""",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"""En 1991 Juan Cruz (UPN) obtuvo la presidencia con el aporte de HB""",Pedro Sánchez,Presidente,Falso
"""Somos en estos momentos el primer partido de Cantabria""",José María Mazón,CONSEJERO DE OBRAS PÚBLICAS Y VIVIENDA,Falso
"(Quim) ""Torra acaba de ser condenado e inhabilitado a raíz de una querella que Vox inició en los tribunales""",Santiago Abascal,Diputado,Falso
"""El empleo está en su peor cifra de los últimos seis años""",Pablo Casado,Diputado,Engañoso
"""En menos de un año del gobierno del cambio de Juanma Moreno, después de décadas a la cola, Andalucía ya es la tercera potencia económica de España""",Beltrán Perez,Concejal,Falso
"""El PP ganó todas las elecciones mientras yo fui presidente de ese partido""",Mariano Rajoy,Expresidente del Gobierno,Falso
"""Se dejó de llamar Navidad, en la época de Carmena era el solsticio de invierno, las fiestas de invierno y cualquier cosa desnaturalizada""",Andrea Levy,Concejal de Cultura. Turismo y Deporte,Falso
"""ERC apoyó con sus votos todos los reales decretos del Gobierno""",Adriana Lastra,Diputada,Falso
"""Ahora mismo el centro y la derecha, con un millón de votos más que la gran mayoría absoluta del PP de 2011, tenemos 35 escaños menos""",Pablo Casado,Diputado,Falso
"""El art. 100.2 del Reglamento Penitenciario dice que para gozar de beneficios penitenciarios es imprescindible arrepentirse del delito y no tener intención de reincidir""",Javier Maroto,Senador,Falso
"""Hace tres años nosotros pedimos la abstención del diputado de Nueva Canarias, porque ya teníamos los apoyos suficientes para gobernar""",Pablo Casado,Diputado,Falso
"""Ha sido la primera comunidad que la tuvo desde hace ya muchísimos años""",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"""La UE da más dinero a aquellas CCAA que hayan registrado mayor número de denuncias [por violencia de género]""",Javier Ortega Smith,Diputado,Falso
"""La hoy ministra Montero era la responsable de las cuentas de Griñán y de Chaves, nada menos que la que llevaba los presupuestos de los ERE""",Javier Maroto,Senador,Falso
"""El señor Casado fue miembro del gobierno de Esperanza Aguirre""",José Luis Ábalos,Ministro de Fomento,Falso
"""Sánchez se ha asegurado de cambiar los estatutos del PSOE. Antes su decisión tenía que ser aprobada en el Comité Federal del PSOE y ahora no""",Javier Maroto,Senador,Verdad a medias
"""Los partidos de centro y de derecha han tenido medio millón de votos más que los partidos de izquierda e izquierda radical""",Pablo Casado,Diputado,Falso
"""El bipartidismo prácticamente sólo ha subvencionado la contratación dentro de las políticas de empleo""",Irene Montero,Diputada,Engañoso
"""Vox ha sido el partido que ha llevado al banquillo a los golpistas""",Rocío Monasterio,Diputada,Falso
"""Blackstone, un fondo buitre, ya se ha convertido en el mayor casero de España""",Pablo Iglesias,Diputado,Verdad a medias
"""No se les permitía en los primeros días utilizar material antidisturbios""",Santiago Abascal,Diputado,Falso
"""Que los [partidos] que no saquen un 3% no estén en el Congreso, como en todos los países de Europa""",Albert Rivera,Diputado,Falso
"""(Pablo) Iglesias ha votado 4 veces en contra de que haya un Gobierno progresista en España""",Pedro Sánchez,Presidente,Falso
"""Desde el tercer trimestre de 2018 hemos creado 530.000 nuevos puestos de trabajo""",Pedro Sánchez,Presidente,Falso
"""Durante 40 años este país ha ido perdiendo natalidad""",Albert Rivera,Diputado,Engañoso
"""La Constitución dice que las pensiones se tienen que actualizar conforme el IPC""",Pablo Iglesias,Diputado,Falso
"""En la declaración de Pedralbes se decía que hacía falta un relator internacional, que la monarquía era franquista""",Pablo Casado,Diputado,Falso
"""Han creado una legislación que discrimina a los españoles porque les dice que tienen arraigo""",Santiago Abascal,Diputado,Falso
"""Jamás pude presentar mi candidatura a una investidura en el Parlament de Cataluña""",Inés Arrimadas,Diputada,Falso
"""Acordamos con el PSOE recuperar las ayudas para parados de más de 50 años, que no se tradujo en nada al no aprobarse los Presupuestos""",Pablo Iglesias,Diputado,Engañoso
