clasificacion,texto
Verdadero,"Alberto Fernández: “La economía asistió a un fin de año de 2021 exhibiendo una profunda recuperación del 10,3% del PBI”"
Verdadero,Alberto Fernández: “Sabemos que los jóvenes están entre los sectores más afectados por la pandemia”
Verdadero,Alberto Fernández: “La Argentina es uno de los países latinoamericanos más retrasados en regímenes de licencias parentales”
Verdadero,"Alberto Fernández: “En estos casi 40 años de democracia, es la primera vez que se rechaza un presupuesto en este recinto”"
Verdadero,"Alberto Fernández: “No logramos reducir, en plena pandemia, la muy alta inflación que heredamos”"
Falso,"Alberto Fernández: “Entre los países con más de 30 millones de habitantes, la Argentina exhibe los mayores porcentajes de vacunación junto a China y España”"
Falso,Alberto Fernández: “Comenzamos un ciclo lectivo reparador con 190 días de clase”
Falso,Alberto Fernández: “Al finalizar el año 2021 el número total de personas con trabajos formales es un 2% mayor al verificado en febrero de 2020”
Verdadero,Alberto Fernández: “La Argentina ha llevado a cabo la mayor campaña de vacunación de su historia”
Verdadero,Alberto Fernández: “En 2021 la pobreza dejó de aumentar”
Falso,"No, en Francia no hicieron pasar a un maniquí como un paciente COVID"
Falso,Es falso que las vacunas contra el coronavirus causan abortos espontáneos
Falso,Esta foto no es del actual bombardeo a Ucrania; circula desde 2021
Verdadero,"Horacio Rodríguez Larreta: “En la Ciudad cumplimos con la Ley Nacional [de Educación], que dice que todos los chicos de 4 años en adelante tienen su vacante garantizada”"
Falso,Es falso que Tani Fernández protagoniza el video de un baile al ritmo del himno nacional argentino
Falso,Es falso que el papa Francisco dijo que “no es necesario creer en Dios para ser buena persona”
Falso,Gerardo Morales: “En el interior pagamos 5 veces más cara la luz que en la zona metropolitana”
Falso,"Carlos Bianco: “Los delitos prevenibles, como las infracciones a la ley de drogas, aumentaron 83% durante el gobierno de Vidal y bajaron 25% durante nuestro gobierno”"
Falso,Es falso que un directivo de la farmacéutica Bayer admitió que las vacunas de ARN mensajero son terapias celulares y génicas
Falso,María Eugenia Vidal: “Marcos Peña fue todos los meses a rendir cuentas” al Congreso como jefe de Gabinete
Falso,Es falso que un presentador de noticias se desmayó como consecuencia de la vacunación contra la COVID-19
Verdadero,Es verdadera la campaña de la Provincia de Buenos Aires sobre el consumo problemático que dice: “Anticipate para disfrutar como te gusta”
Verdadero,"Matías Kulfas: “En los últimos 10 años, el empleo registrado estuvo más bien estancado y en el gobierno de Macri, cayó”"
Falso,Es falso que los test rápidos de COVID-19 vienen con resultados preestablecidos
Falso,Horacio Rodríguez Larreta: “Nunca se construyó tanta vivienda social en la Ciudad de Buenos Aires como en estos años”
Falso,Es falso que en los vacunatorios se haga “ejercicio ilegal de la medicina” porque no hay un médico que “ordene la inyección”
Falso,"No, este video de una mujer a la que supuestamente “se le para el corazón” después de recibir la tercera dosis no es actual, sino de 2009"
Verdadero,"Nicolás Kreplak: “El 18,6% de todas las vacunas a residentes de la Ciudad de Buenos Aires se aplicó en la Provincia”"
Verdadero,Es verdadero el despegue del primer satélite miniatura argentino “General San Martín”
Falso,Es falsa la supuesta contradicción de la OMS sobre la eficacia y los objetivos de las vacunas contra el coronavirus
Falso,Es falso que 350 deportistas fallecieron o sufrieron lesiones en 2021 tras la vacunación contra el coronavirus
Falso,"No, el nuevo tratamiento de Pfizer contra el coronavirus no es la ivermectina"
Verdadero,"Martín Guzmán, sobre el préstamo otorgado en 2018: “Esos casi US$ 45 mil millones es una fortuna enorme, récord histórico en la historia del FMI”"
Verdadero,"Alberto Fernández, sobre la reestructuración de la deuda con privados: “Logramos ahorrar alrededor de US$ 37 mil millones de intereses al cabo de 10 años”"
Falso,Son falsas varias declaraciones de un cura argentino sobre el coronavirus
Falso,El pasaporte de salud de la Alemania nazi no es comparable con el pase sanitario por coronavirus en la Argentina
Falso,"No, Bill Gates no propuso la “despoblación” mediante la “vacunación forzada”"
Falso,Alberto Fernández: “La jubilación mínima hoy en la Argentina ha crecido más que la inflación”
Falso,Es falso que León Gieco cobró $ 9 millones por cantar en el “Festival de la Democracia”
Falso,Es falsa la cadena que advierte sobre la cuarta ola del nuevo coronavirus (II)
Falso,Es falso que babear al dormir significa que se está respirando de la forma correcta
Falso,No son comparables el pasaporte de salud de la Alemania nazi con el pase sanitario por coronavirus en la Argentina
Falso,Es falso que los efectos secundarios de las vacunas contra la COVID-19 en Inglaterra sean potencialmente tóxicos
Falso,Es falso que el nuevo tratamiento de Pfizer contra el coronavirus sea ivermectina
Falso,Es falso que los vacunados contra el coronavirus son detectables por Bluetooth
Falso,Es falso que la Cruz Roja prohíbe donar plasma a quienes fueron vacunados contra la COVID-19
Verdadero,"Vizzotti, sobre la aplicación del pase sanitario: “En 2 días más que se duplicó la vacunación en Tucumán”"
Falso,"No, no es cierto que un grupo de palestinos simuló un funeral por COVID-19 en el marco de un ataque israelí"
Verdadero,"Horacio Rodríguez Larreta: “La deuda en la Ciudad se ha mantenido, aún con el recorte de la coparticipación”"
Falso,Es falso el video que indica que China soltó millones de pájaros criados en laboratorio
Falso,"No, Finlandia no encarceló a un periodista por desinformar y, además, su ley de medios no es actual, sino de 2003"
Falso,Es falso que hay un “cronograma de cepas” del coronavirus diseñado por la OMS o por la Fundación Gates
Falso,Es falsa la comparación de la ciudad de Hiroshima “a 70 años de la bomba” con el partido de La Matanza tras “70 años de peronismo”
Falso,"Es falso que Finlandia encarceló a un periodista por desinformar y, además, su ley de medios no es actual, sino de 2003"
Verdadero,Es verdadero que el Gobierno destinará fondos públicos a la realización de una serie sobre L-Gante
Falso,Es falso que Bill Gates haya propuesto la “despoblación” planificada mediante vacunas
Falso,"No, no “llegaron a los mercados” bananas de Somalia con el “gusano Helicobacter”"
Falso,"No, Fernández no dijo: “A los 4 mil presos que liberamos les pedimos amablemente que vuelvan al penal”"
Falso,"Es falso que Winston Churchill dijo: “No dejen que la Argentina se convierta en potencia, arrastrará tras ella a toda América Latina”"
Verdadero,"Alberto Fernández: “Tenemos, en la actualidad, las exportaciones más altas en 8 años”"
Falso,"Cerruti: “La estadística de la inseguridad en la Ciudad de Buenos Aires subió y en la Provincia, no”"
Falso,Aníbal Fernández: “En el 2018 y el 2019 hubo más liberación de presos que en el 2020 y en el 2021”
Falso,Horacio Rodríguez Larreta: “Hoy un chico puede votar a los 16 años pero no es responsable. No puede ser que no sea punible”
Falso,Berni: “El 85% de los delitos de este tipo [homicidios dolosos] son producidos por gente reincidente”
Verdadero,"Domínguez: “Casi el 60% de los gases de efecto invernadero son emitidos por tan sólo 5 países. (…) Argentina sólo emitió el 0,7% del total”"
Falso,"No, no son ciertas las declaraciones de la médica Mirande sobre las vacunas contra el coronavirus"
Falso,"Vidal, sobre el gobierno de Alberto Fernández: “El salario perdió 20 puntos y las jubilaciones 11”"
Falso,"No, no es cierto que una mujer no fue presidente de mesa porque alguien devolvió su telegrama con parte de enfermo"
Verdadero,"Es verdadero que instalaron en Formosa estatuas de Alberto Fernández y sus perros, Dylan y Prócer"
Falso,Es falso que la sangre de personas vacunadas contiene grafeno y que no es apta para donar a la Cruz Roja
Falso,Es engañoso este posteo que compara el virus Marburgo con la COVID-19
Falso,"No, no es la directora de la Agencia Europea de Medicamentos quien se desmaya en un video, ni el incidente fue a causa de la vacuna contra el coronavirus"
Falso,"No, Nicolás Kreplak no dijo: “Los que tienen varios hijos vacunen sólo al mayor, para ir viendo cómo viene la mano”"
Falso,"Tolosa Paz: “Escucho que hay que bajar impuestos, pero están quienes gobernaron hace 4 años y no se animaron a liberar la carga del impuesto a las ganancias para el conjunto de trabajadores”"
Falso,"Del Caño: “Los intendentes de Juntos y del Frente de Todos ganan entre $ 600 mil y $ 1,2 millones”"
Falso,"Santilli: “En materia de seguridad, la Provincia es el mundo del revés. El año pasado liberaron a más de 2.000 presos”"
Falso,Tolosa Paz: “Macri prometió 3 mil jardines de infantes y construyó apenas 150”
Falso,"Santilli: “De 28 millones de argentinos con posibilidad de trabajar, menos de la mitad tienen trabajo”"
Falso,"Randazzo, sobre la inversión en Ciencia y Tecnología: “En los países de la región es de 1,2% del Producto Bruto, cuando la Argentina invierte 0,5%”"
Verdadero,Del Caño: “En la cuarentena organizaban cumpleaños en Olivos y en la casa de Carrió”
Verdadero,Del Caño: “[Tenemos] 19 millones de pobres”
Verdadero,Santilli: “Cuando me tocó trabajar en Seguridad bajamos todos los delitos”
Verdadero,Tolosa Paz: “La Ciudad que gobierna Santilli ajusta año tras año el presupuesto de Educación”
Falso,"Santilli: “1,3 millones de jóvenes abandonaron la escuela el año pasado”"
Verdadero,Espert: “4 millones [de personas] viven en villas miseria”
Falso,Espert: “20 millones de personas son pobres en la Argentina”
Falso,"Tolosa Paz: “Vidal, en 4 años, ni una cárcel construyó”"
Falso,Hotton: “El 30% de los juzgados no tienen jueces nombrados porque eso facilita que puedan poner a dedo a jueces subrogantes”
Falso,Tetaz: “El año pasado se perdieron en Argentina el 40% de los empleos informales”
Falso,Es falso que certificar una muerte por COVID-19 sin autopsia constituye un delito porque el virus no fue aislado
Falso,Son falsas varias afirmaciones que aparecen junto a un cuadro comparativo entre vacunados y no vacunados
Verdadero,Costa: “El presupuesto educativo en CABA disminuye año tras año”
Verdadero,Myriam Bregman: “Manzur obligó a una niña de 11 años violada a parir”
Falso,Es falso que Patricia Bullrich recibió un premio de Europol por su gestión contra el narcotráfico
Verdadero,TN: “Bosques nativos: el Presupuesto 2022 destinaría apenas el 3% de lo dispuesto por ley”
Falso,"Javier Milei, sobre el cambio climático: “Si uno mirara lo que son los estudios de 10 mil años atrás hasta hoy, 5 mil años atrás, la temperatura del planeta está en el nivel mínimo”"
Verdadero,Myriam Bregman: “Recortaron el presupuesto COVID. Sacaron el IFE”
Verdadero,"Vidal: “Cuando gobernamos en la Nación, en la Provincia y en la Ciudad […] hubo menos muertes por inseguridad”"
Falso,Vidal: “[Hicimos] 50 escuelas nuevas”
Verdadero,"Santoro, sobre el presupuesto educativo en la Ciudad: “Hace 10 años el presupuesto cae un punto por año”"
Verdadero,Santoro: “El ATP le llegó a 2 de cada 3 empresas de la Ciudad”
Verdadero,"Vidal: “La Ciudad de Buenos Aires es la que tiene el nivel de cobertura, en el nivel inicial, más alto de la Argentina”"
Falso,Milei: “La Argentina produce alimentos para 400 millones de seres humanos”
Verdadero,Vidal: “La Ciudad de Buenos Aires es una de las jurisdicciones que más aporta a los recursos federales y de las que menos recibe”
Falso,Santoro dijo que la propuesta de Vidal de exigir “la Presidencia de la Cámara de Diputados no había ocurrido nunca”
Verdadero,Myriam Bregman: “En la Argentina van 4 años consecutivos de caída del salario y tenemos un 50% de inflación”
Verdadero,Javier Milei: “La Argentina está entre los 10 países con mayor cantidad de muertos por millón de habitantes”
Verdadero,"Santoro, sobre la ley de etiquetado: “¿Qué hizo Juntos por el Cambio, que había votado en el Senado esa ley? [En Diputados] prefirió no darle quórum”"
Verdadero,Vidal: “Estamos peor que en diciembre de 2019. Hay más pobreza”
Falso,Myriam Bregman: “La pobreza de la dictadura para acá pasó del 4 al 40%”
Falso,"Vidal, sobre su gestión en la Provincia: “Eché a 13 mil [policías]”"
Verdadero,Javier Milei: “7 de cada 10 chicos en la Provincia de Buenos Aires están debajo de la línea de la pobreza”
Falso,"Ritondo: “El homicidio en la gestión nuestra, en los 4 años, bajó el 36%”"
Falso,"No, esta detención de personas en Francia no fue por no tener el pasaporte sanitario como dice Ressia"
Verdadero,"Domínguez: “En 2020, el gobierno del presidente Fernández superó todos los récords de exportación de carne”"
Verdadero,Dujovne: “Las jubilaciones promedio hoy están 10% abajo en términos reales que en agosto de 2019”
Falso,"No, María Eugenia Vidal no dijo que las pensiones por viudez no tienen lógica"
Falso,"Cafiero, sobre la derrota del Frente de Todos en las PASO: “A la gran mayoría de los oficialismos en el mundo les pasó esto”"
Falso,"No, Florencia Kirchner no le dijo a la Justicia que recaudó US$ 5 millones con Avon"
Falso,Es falso que el Instituto Patria pasó a la órbita del Estado
Falso,"Tolosa Paz, sobre el empleo público: “El Estado nacional creció en la gestión de Macri”"
Falso,Horacio Rodríguez Larreta: “Sumamos 110 hectáreas de parques nuevos”
Falso,Es falsa la entrevista a Negri por una denuncia de retención de sueldos a empleados para financiar su campaña
Falso,No es oficial la guía electoral para migrantes del gobierno porteño que indica poner una boleta de Juntos por el Cambio
Falso,"Frederic, sobre la tasa de homicidios: “En la Ciudad de Buenos Aires creció el 22%, creció más que en Santa Fe”"
Verdadero,Rubinstein: “El 50% de los adolescentes no terminan la secundaria y la mitad [de ellos] no la terminan en tiempo y forma”
Falso,Myriam Bregman: “No puede ser que 4 mil terratenientes sean los grandes poseedores de todas las tierras”
Falso,"Horacio Rodríguez Larreta: “Si salís con el sobre cerrado [del cuarto oscuro], ya sea con la lengua o plasticola, te lo anulan”"
Verdadero,Tolosa Paz: “Desde el 2012 no hay un registro de exportaciones del complejo agroindustrial tan importante como este último mes de julio”
Verdadero,Myriam Bregman: “No puede ser que la juventud en más de un 70% sólo tenga trabajos precarizados y sin derechos”
Verdadero,Tolosa Paz: “No es un invento que el cambio climático destroza la vida de los pueblos enteros”
Falso,Randazzo: “Estamos condenando al 51% de los argentinos que están en la informalidad”
Verdadero,"Randazzo, sobre drogas: “Solamente el 11% [de las causas] son de aquellos que en realidad lucran con eso”"
Falso,Del Caño: “En la cuarentena estricta aumentaron un 600% las denuncias por violencia policial”
Verdadero,"Del Caño: “Aproximadamente el 60% de la juventud está precarizada, con distintas formas de precarización”"
Falso,Espert: “Las jubilaciones han caído 15% en términos reales en los últimos 7 meses”
Verdadero,Espert: “Los femicidios no han bajado”
Falso,"No, no es actual la foto de un festejo masivo en Ucrania ni está relacionada con un supuesto permiso para predicar el evangelio"
Falso,Santilli: “El Estado permite que se tomen 1.800 terrenos en la Provincia de Buenos Aires”
Falso,"Santoro, sobre salarios en 2021: “El sector privado registrado le está ganando a la inflación; los sectores informales efectivamente están perdiendo un poquito”"
Falso,Vidal: “Sacamos 13 mil policías corruptos”
Verdadero,Vidal: “Es increíble que en la Argentina todavía haya más de 4 mil personas que cobran una jubilación de privilegio”
Verdadero,"Kicillof, sobre las tarifas en el gobierno de Macri: “Aumentaban 1300%, hasta 2000% el gas y 3700% la electricidad”"
Falso,Es falso que el Rey de España criticó el discurso del presidente peruano Pedro Castillo
Verdadero,Es verdadera la foto que circula con 600 pasajeros afganos intentando escapar de Kabul
Falso,"No, el experimento con esferas que se atraen no usa grafeno y, además, esta sustancia no es un componente de las vacunas contra el coronavirus"
Falso,Es falso que la reina Letizia de España no se vacunó contra el coronavirus
Falso,El Cronista: “La Argentina es el país de la región del que más profesionales se van para vivir mejor”
Verdadero,"Vidal: “Fernández lleva, en este año y medio, un endeudamiento de US$ 30 mil millones. Se está endeudando más rápido por año que Macri”"
Verdadero,Santoro: “La industria está (…) hoy por encima de los indicadores de 2019”
Verdadero,Alberto Fernández: “Este año se recuperó la inversión por encima de 2019”
Falso,Es falso que estaban habilitadas las reuniones sociales cuando se hizo en Olivos el festejo de cumpleaños de Yáñez
Falso,"Pichetto, sobre Lomas de Zamora: “El costo del impuesto de seguridad e higiene [es] uno de los más caros del país y de la Provincia de Buenos Aires”"
Falso,Javier Milei: “El calentamiento global es una mentira”
Falso,Larreta: “Todos los delitos en la Ciudad vienen bajando”
Verdadero,"Manes, sobre I+D: “La Argentina sólo invierte un 0,5% de su PBI, mientras que países como Corea del Sur e Israel lo hacen en un 4% y la media de los países desarrollados es un 2,2%”"
Falso,Alberto Fernández: “Estamos entre los 20 países que más vacunó en el mundo”
Falso,"Es falso que existe una relación entre las vacunas contra el coronavirus y la muerte de los presidentes de Haití, Tanzania y Burundi"
Falso,Es falso que el óxido de grafeno sea un componente de las vacunas contra el coronavirus
Falso,Es falso que pincharle los dedos y las orejas a una persona durante un ACV le salva la vida
Verdadero,"Manes: “El ingreso per cápita de la Argentina, en promedio y ajustado por inflación, es similar al del año 74”"
Falso,"Tolosa Paz: “Una mamá que recibía la AUH en diciembre de 2015, accedía a una canasta básica alimentaria en una relación del 70%. El macrismo nos devolvió que solamente se accedía al 48%”"
Falso,Randazzo: “La Argentina hace 12 años que no crece”
Falso,Es falsa la foto que muestra la muerte de pájaros en Croacia por el 5G
Verdadero,Vidal: “Hoy hay más indigentes y más pobreza en la Provincia de Buenos Aires de los que había en diciembre de 2019”
Falso,Gollan: “Tenemos la mitad de enfermos graves [por coronavirus] que hace 4 semanas”
Falso,"Santilli: “Todo el resto de los delitos bajaron, como el robo, el hurto”"
Verdadero,Santilli: “El delito del motochorro cayó un 60% [en la Ciudad]”
Verdadero,Santilli: “Seis de cada 10 chicos viven en la pobreza”
Verdadero,"Tolosa Paz, sobre el uso de la capacidad instalada de la industria: “Está en 63,5% contra el 61,3% del 2019 de Macri”"
Verdadero,"Alberto Fernández: “Van 11 meses consecutivos de generación de empleo formal en la industria. El gobierno que me precedió, de 48 meses que fue el gobierno, 46 meses cayó el empleo industrial”"
Falso,"No, esta foto no fue sacada en Cuba recientemente; es de 2020 y en Madrid"
Falso,Es engañosa la frase que se le adjudica a Máximo Kirchner sobre las personas que “tienen propiedades o dinero”
Falso,"No, Espert no se sacó una foto con los dedos en “v” junto a Máximo Kirchner"
Falso,"CFK, sobre el PBI: “Crecimos en 2013 y 2015. Terminemos con el mito este de que hace 10 años que nadie crece”"
Falso,"Vidal, sobre la crisis de 2001: “Es un escándalo que vivamos con los niveles de pobreza infantil de esa época”"
Falso,Es falso que Macri dijo que “los discapacitados son un gasto que no debe afrontar el Estado”
Falso,Es falsa la foto que circula de una movilización multitudinaria en Cuba; es un montaje con 2 imágenes de 2017
Falso,Es falso que escracharon a Santiago Cafiero; el hombre que aparece en el video es el jefe de Gabinete de Paraguay
Falso,"Moroni: “Durante el año de pandemia, la Argentina perdió menos empleo que en los 4 años del gobierno anterior”"
Falso,Macri: “El éxodo que lamentablemente ha habido en la Argentina en el último año y medio no se vio nunca en nuestra historia”
Falso,"No, esta foto viral no es del Malecón de Cuba, es de las protestas en Egipto en 2011"
Falso,Es falsa la foto de una ambulancia y varias urnas que denuncia fraude
Falso,Es falso que la presidenta del Correo Argentino fue denunciada por manipular telegramas de escrutinio en 2015 y 2019
Falso,"Un buscapolo no se activó por la inoculación de la vacuna contra el coronavirus, como muestra este video"
Falso,Es falso que Cristina Fernández de Kirchner no es abogada y debe 22 materias
Falso,"Espert: “Incluyendo el dato de abril, ya llevamos 4 meses con la economía estancada”"
Falso,Es falso que se prohibieron las pruebas PCR en los Estados Unidos
Falso,Es engañoso el posteo que señala que en la Argentina sólo se pueden comprar 3 kilos de carne
Falso,"No, el Presidente de El Salvador no dio este discurso contra los presos"
Verdadero,Es verdadero que Fernández de Kirchner dijo que “muchas veces los padres no saben qué hacer con los chicos y el colegio es un lugar donde aprenden”
Falso,Es falso que hay bebés internados en sillas de plástico en Paraguay
Verdadero,Cafiero: “La Argentina es uno de los 12 países en el mundo que produce vacunas”
Verdadero,Es verdadero el zócalo de TN que señala “desesperación por un plato de comida” en Morón
Falso,"Alberto Fernández, sobre FADEA: “Esta fábrica llevaba prácticamente 4 años inactiva”"
Verdadero,Es verdadero que Juana Viale le pidió al papa Francisco que abriera el Vaticano para los refugiados
Verdadero,Es verdadero el video del ex ministro Ginés González García tomando vino en Madrid
Falso,"Berni, sobre el delito en la Provincia: “Lo hemos bajado un 20%”"
Verdadero,"Randazzo, en referencia al kirchnerismo y el macrismo: “Hemos incrementado el presupuesto en materia de planes y cada vez tenemos más pobres”"
Falso,Es falsa la cita en la que Charly García critica a TN y Canal 13
Falso,"Es falso que Churchill dijo esta frase: “No dejen que la Argentina se convierta en potencia, arrastrará tras ella a toda América Latina”"
Falso,Es falsa la cadena de WhatsApp que promociona regalos por el aniversario de Mercado Libre
Falso,Cafiero: “El Presupuesto en términos reales del 2021 crece en 8 puntos”
Falso,Es falso que Alberto Fernández organizó un asado para 60 personas en la Quinta de Olivos en junio de 2021
Falso,"De Pedro, sobre la reforma del Ministerio Público Fiscal: “Es el mismo proyecto que se presentó en el Senado en 2017”"
Falso,Es falso que un juez madrileño denunció a Alberto Fernández ante la ONU
Falso,Es falso que el director de una farmacéutica haya recomendado inhalar vapor para eliminar al coronavirus
Falso,Eduardo López: “Larreta y Acuña redujeron en un 70% las partidas destinadas a mantenimiento escolar”
Falso,Es falso el posteo del escrache a Santiago Cafiero: la agresión fue al jefe de Gabinete de Paraguay
Verdadero,Macri: “El kirchnerismo prometió asado y hoy tenemos el menor consumo de carne per cápita en 100 años”
Falso,Es falso el video que indica que en China clonaron el primer dinosaurio
Verdadero,"Vizzotti: “El 82,5% de las personas mayores de 60 años han recibido al menos una dosis” de la vacuna contra el coronavirus"
Falso,"No, el médico ganador del premio Nobel no dijo que todas las personas vacunadas morirán en 2 años"
Falso,Es falso que la vacunación contra el coronavirus genera muertes y que está creando nuevas variantes
Verdadero,"Larreta, sobre los casos en Ciudad hasta el 28 de mayo: “Los datos muestran que, después de un aumento de casos hasta la semana anterior, el aumento se detuvo, la curva se amesetó y se puede percibir una leve baja”"
Falso,Es falso que el laboratorio de Wuhan es de Glaxo y que esta empresa es dueña de Pfizer
Falso,De Pedro: “Estamos discutiendo una deuda con el FMI similar al monto que el FMI ofrece al mundo para resolver el problema de la pandemia”
Falso,Es falso que el barbijo no protege y que provoca aspirar dióxido de carbono
Falso,"Es falso que en los Estados Unidos no pueden votar quienes cobran planes y no terminaron la secundaria, aunque la frase de Kennedy existe"
Falso,Es falso que militares franceses afirmaron que la COVID-19 es una “guerra total” para controlar y reducir la población mundial
Falso,Es falso que integrantes de La Cámpora quemaron barbijos en el Obelisco
Falso,Es falso que un grupo de palestinos simuló un funeral por COVID-19 en el marco del conflicto con Israel
Falso,"Es falsa la foto de CFK, Videla y Grondona juntos en 1978"
Falso,Son falsas las afirmaciones sobre las vacunas contra el coronavirus de esta infografía
Falso,Patricia Bullrich: “La economía argentina cayó el doble del promedio que en América Latina”
Falso,Es falso que el uso de barbijo produce enfermedades que “envenenan” los pulmones y la sangre
Falso,"No, Thatcher no dijo que “todo izquierdista es un incompetente y fracasado”"
Falso,"Alberto Fernández: “El precio del asado en el año 2015 era $ 77, en diciembre de 2019 era $ 300. Lo único que subió fue el precio”"
Falso,Alberto Fernández: “La cantidad de cabezas [de ganado] faenadas era de 12 millones con Cristina. Fueron 13 millones con Macri”
Verdadero,"Alberto Fernández, sobre la carne: “Vino Macri, sacó las retenciones, abrió todas las exportaciones”"
Falso,"Alberto Fernández, sobre la gestión de Macri: “Cada vez es menor el peso del novillo que se faena”"
Falso,"Alberto Fernández, sobre la carne: “[Entre 2015 y 2019] no aumentaron la cantidad de cabezas [de ganado]”"
Falso,"Alberto Fernández, sobre la carne: “[Entre 2015 y 2019] no aumentaron la cantidad de toneladas faenadas”"
Falso,Esta ilustración de 1962 no se tituló “vida en 2022”
Falso,Es falso que médicos y enfermeros pueden ser acusados de “crímenes de guerra” por aplicar la vacuna
Falso,"No, este video no muestra a aldeanos de la India atacando a pedradas a equipos de vacunación"
Falso,"No, las vacunas contra el coronavirus no contienen “metales pesados” magnéticos o “chips rastreadores”"
Falso,"Es falso que no esté probado que los niños propagan el coronavirus, tal como afirma un médico argentino en Suecia"
Falso,Trotta: “El presupuesto educativo 2021 representa el crecimiento de inversión educativa interanual más importante de la historia argentina”
Falso,"No, no es en la Argentina el video que muestra a un hombre fichando en nombre de muchos legisladores ausentes"
Falso,Es engañosa la comparación de imágenes del “antes y después de la Villa 31”
Verdadero,Es verdadero que Alberto Fernández retuiteó el tuit de la ONU con un emoji de la bandera de Nicaragua
Falso,Es falsa la imagen de Cristiano Ronaldo posando con un cartel en apoyo a Palestina
Falso,Es falso que circule por mail un virus informático que proviene de la supuesta cuenta de la Policía venezolana 
Verdadero,"Es verdadero que la foto de Fernández con pilotos en la cabina del avión, sin barbijos, es de 2019 y no de 2021"
Falso,Zannini: “Estaba en las condiciones legales de vacunarme”
Verdadero,Guzmán: “Los subsidios energéticos son pro-ricos en un país con un 57% de pobreza infantil”
Falso,"Gollan: “Pfizer le vendió 10 millones a Chile, pero le entregó 30 mil vacunas hasta hoy”"
Falso,Es falso que Juana Viale dijo que “Macri eximió de los impuestos” a su abuela y a su familia
Falso,Acuña: “En un sólo semestre se cayeron de la escuela de la Ciudad la misma cantidad que habíamos logrado recuperar en los últimos 12 años”
Falso,Es falso que “Juliano Salemi” sea infectólogo e investigador del Conicet y que vacunarse sea un riesgo
Verdadero,"Bianco, sobre los casos en Provincia hasta el 2 de mayo: “Esta semana tuvimos un descenso del orden del 18% respecto de la semana anterior”"
Falso,No es actual la foto del asesor presidencial Gustavo Lopardo sin distanciamiento social ni barbijos
Falso,"Acuña, sobre el presupuesto educativo de la Ciudad: “Es el que más aumentó en 2021 respecto a otras áreas”"
Falso,No es de Clarín el tuit del supuesto hallazgo del cadáver del empleado funerario que se fotografió junto al féretro de Maradona
Falso,"Es falso que la ANSES abrió una oficina propia en Alberdi, Paraguay"
Falso,"No, los test de COVID-19 no vienen con resultados positivos o negativos preestablecidos"
Falso,"Trotta, sobre los docentes y la prioridad en la vacunación: “La Ciudad de Buenos Aires vacunó al 14%”"
Verdadero,Es verdadero que Patricia Bullrich dijo que “podríamos haber dado” las Islas Malvinas en una negociación con Pfizer
Falso,"No, la imagen de un hombre fumando en una bolsa mortuoria no muestra la “farsa” de la pandemia, es un videoclip de un rapero ruso"
Falso,"Es falso que los pacientes asintomáticos son un invento, tal como lo declaró un ex ejecutivo de Pfizer"
Falso,Es falsa la foto de Macri frente al busto de Thatcher que tuiteó Luis D’ Elía
Falso,Es falso el video que indica que en Brasil se simulan entierros para generar temor por las muertes por coronavirus
Falso,Es falso que un joven llamado Brian Nahuel Kicillof trabaja en Desarrollo Social
Falso,Es falsa la cadena que indica que médicos alemanes encontraron la cura contra el coronavirus
Verdadero,"Macri: “[Las pensiones por invalidez] durante el kirchnerismo habían crecido de alrededor de 200 mil a 1 millón, gracias a un sistema muy laxo de controles”"
Verdadero,Macri: “[Volvió a crecer] también la producción de gas”
Falso,Macri: “Volvió a crecer la producción de petróleo (después de 20 años de caída)”
Verdadero,Macri: “En mis años como Presidente las provincias recuperaron la autonomía del gobierno central y muchas de ellas alcanzaron el equilibrio”
Falso,Macri: “Recibimos un Estado con un déficit total de más del 7%”
Falso,Es falso que Rodríguez Larreta publicó un tuit contra el Hospital de Clínicas
Falso,Es falso que Grabois es hijo de una ex presidenta del PAMI acusada de corrupción
Verdadero,"Lousteau, sobre el Presupuesto 2021: “No contempló partidas para atender los efectos de la pandemia”"
Falso,Es falso que el Gobernador de Malvinas dijo que con Macri “no hubiese habido guerra”
Falso,No hay registros de que Hebe de Bonafini haya dicho que los que participaron en la guerra de Malvinas “eran todos fachos”
Verdadero,Alberto Fernández: “Ya hemos vacunado con al menos una dosis a más del 90% del personal de salud”
Verdadero,Es verdadero que en Alemania cuelgan bolsas con comida en la calle para las personas sin hogar
Verdadero,"Lacunza, sobre Cambiemos: “Se crearon cerca de 1 millón de puestos de trabajo de punta a punta”"
Falso,"No, el uso de barbijo no hace respirar dióxido de carbono ni provoca cáncer"
Falso,Es falso que Vizzotti dijo que “hay que evitar respirar”
Falso,Es falso que los barbijos “enferman y matan”: no generan hongos y bacterias ni provocan cáncer
Falso,Cristina Fernández de Kirchner: “Nuestro espacio político fue el único que no endeudó a la Argentina”
Falso,No hay evidencia de que el café evite el contagio o cure a pacientes con coronavirus
Falso,"No, el director médico de Moderna no admitió que la vacuna de ARN mensajero modifica el ADN"
Falso,"Cafiero, sobre Pfizer: “30 mil vacunas llegaron a Chile, y después por eso tuvo que salir a comprar de urgencia”"
Verdadero,Sandleris: “Durante los gobiernos de CFK el resultado fiscal empeoró todos los años”
Falso,"Es falso que la plaza de Resistencia, en Chaco, se llama “Manuel Belgrane”"
